device_id,text_path,total_words,tech_stat_terms_count,bio_label_terms_count,structural_social_terms_count,structural_core_count,mismatch_numerator,mismatch_denominator,mismatch_metric,mismatch_metric_is_inf,mismatch_metric_safe
K172356,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K172356.txt,2685,1,0,5,0,1,5,0.2,0,0.200000
K173839,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K173839.txt,2410,1,0,5,0,1,5,0.2,0,0.200000
K181916,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K181916.txt,5353,1,0,5,0,1,5,0.2,0,0.200000
K183489,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K183489.txt,1766,1,0,5,0,1,5,0.2,0,0.200000
K191171,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191171.txt,2523,1,0,5,0,1,5,0.2,0,0.200000
K200980,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K200980.txt,2173,1,0,5,0,1,5,0.2,0,0.200000
K201298,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201298.txt,3874,1,0,5,0,1,5,0.2,0,0.200000
K201369,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201369.txt,3671,2,0,10,0,2,10,0.2,0,0.200000
K203443,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203443.txt,3919,1,0,5,0,1,5,0.2,0,0.200000
K203744,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203744.txt,2639,1,0,5,0,1,5,0.2,0,0.200000
K203785,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203785.txt,2713,1,0,5,0,1,5,0.2,0,0.200000
K210747,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K210747.txt,2350,1,0,5,0,1,5,0.2,0,0.200000
K211846,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211846.txt,2879,1,0,5,0,1,5,0.2,0,0.200000
K213960,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213960.txt,4431,2,0,10,0,2,10,0.2,0,0.200000
K213998,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213998.txt,3925,2,0,10,0,2,10,0.2,0,0.200000
K221706,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221706.txt,2662,1,0,5,0,1,5,0.2,0,0.200000
K223073,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223073.txt,2512,1,0,5,0,1,5,0.2,0,0.200000
K223552,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223552.txt,3015,1,0,5,0,1,5,0.2,0,0.200000
K223855,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223855.txt,3687,1,0,5,0,1,5,0.2,0,0.200000
K230082,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230082.txt,3200,1,0,5,0,1,5,0.2,0,0.200000
K230355,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230355.txt,4226,1,0,5,0,1,5,0.2,0,0.200000
K231207,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231207.txt,2732,1,0,5,0,1,5,0.2,0,0.200000
K231748,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231748.txt,3118,1,0,5,0,1,5,0.2,0,0.200000
K231833,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231833.txt,2730,2,0,10,0,2,10,0.2,0,0.200000
K232035,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232035.txt,3160,1,0,5,0,1,5,0.2,0,0.200000
K232331,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232331.txt,2085,1,0,5,0,1,5,0.2,0,0.200000
K232535,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232535.txt,3807,1,0,5,0,1,5,0.2,0,0.200000
K233677,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233677.txt,2785,2,0,10,0,2,10,0.2,0,0.200000
K233992,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233992.txt,2253,1,0,5,0,1,5,0.2,0,0.200000
K240094,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240094.txt,5433,2,0,10,0,2,10,0.2,0,0.200000
K240238,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240238.txt,4820,1,0,5,0,1,5,0.2,0,0.200000
K241312,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241312.txt,3365,1,0,5,0,1,5,0.2,0,0.200000
K241665,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241665.txt,2859,1,0,5,0,1,5,0.2,0,0.200000
K241982,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241982.txt,2477,1,0,5,0,1,5,0.2,0,0.200000
K243950,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243950.txt,2294,1,0,5,0,1,5,0.2,0,0.200000
K250337,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250337.txt,4353,3,0,15,0,3,15,0.2,0,0.200000
K250370,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250370.txt,3697,1,0,5,0,1,5,0.2,0,0.200000
K250569,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250569.txt,2271,1,0,5,0,1,5,0.2,0,0.200000
K250670,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250670.txt,2722,1,0,5,0,1,5,0.2,0,0.200000
K250766,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250766.txt,2838,2,0,10,0,2,10,0.2,0,0.200000
K252214,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252214.txt,2418,1,0,5,0,1,5,0.2,0,0.200000
K243523,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243523.txt,12491,3,0,16,0,3,16,0.1875,0,0.187500
K203514,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203514.txt,2633,2,0,11,0,2,11,0.18181818181818182,0,0.181818
K230045,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230045.txt,3481,2,0,11,0,2,11,0.18181818181818182,0,0.181818
K232250,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232250.txt,3170,2,0,11,0,2,11,0.18181818181818182,0,0.181818
K233457,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233457.txt,3989,2,0,11,0,2,11,0.18181818181818182,0,0.181818
K240773,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240773.txt,3882,4,0,22,0,4,22,0.18181818181818182,0,0.181818
K243681,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243681.txt,3560,2,0,11,0,2,11,0.18181818181818182,0,0.181818
K251931,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251931.txt,4251,4,0,23,0,4,23,0.17391304347826086,0,0.173913
K080595,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K080595.txt,1514,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K142037,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K142037.txt,1643,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K170250,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K170250.txt,3203,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K171122,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K171122.txt,2377,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K172983,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K172983.txt,2080,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K190593,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190593.txt,1793,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K191262,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191262.txt,2848,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K193306,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193306.txt,1994,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K201560,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201560.txt,2295,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K201615,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201615.txt,2125,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K203103,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203103.txt,2887,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K210071,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K210071.txt,2514,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K210458,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K210458.txt,3622,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K211824,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211824.txt,3163,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K211951,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211951.txt,2439,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K212067,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212067.txt,2479,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K223032,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223032.txt,2445,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K223442,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223442.txt,3471,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K223458,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223458.txt,3564,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K230252,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230252.txt,2041,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K230977,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230977.txt,1833,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K231143,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231143.txt,3159,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K231642,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231642.txt,2276,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K231683,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231683.txt,3070,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K232322,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232322.txt,5657,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K232479,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232479.txt,11689,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K232613,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232613.txt,4203,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K232928,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232928.txt,5909,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K233755,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233755.txt,3428,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K233964,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233964.txt,2961,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K241083,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241083.txt,2150,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K241593,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241593.txt,3767,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K241887,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241887.txt,3583,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K242054,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242054.txt,2209,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K243158,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243158.txt,3763,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K243667,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243667.txt,3856,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K243810,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243810.txt,3099,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K243863,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243863.txt,2442,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K243955,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243955.txt,3277,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K250023,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250023.txt,3303,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K250226,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250226.txt,6087,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K250440,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250440.txt,4301,1,0,6,0,1,6,0.16666666666666666,0,0.166667
K251657,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251657.txt,4089,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K252204,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252204.txt,3275,2,0,12,0,2,12,0.16666666666666666,0,0.166667
K242781,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242781.txt,7190,2,0,13,0,2,13,0.15384615384615385,0,0.153846
K123526,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K123526.txt,1364,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K180038,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K180038.txt,5616,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K190017,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190017.txt,5808,2,0,14,0,2,14,0.14285714285714285,0,0.142857
K191278,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191278.txt,2064,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K191550,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191550.txt,3161,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K192287,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192287.txt,2361,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K203256,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203256.txt,1889,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K220815,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220815.txt,2063,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K222036,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222036.txt,3577,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K223268,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223268.txt,2347,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K230209,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230209.txt,3328,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K231149,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231149.txt,2715,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K232923,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232923.txt,2802,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K240645,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240645.txt,3128,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K241211,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241211.txt,3469,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K242838,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242838.txt,3642,2,0,14,0,2,14,0.14285714285714285,0,0.142857
K251027,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251027.txt,4361,1,0,7,0,1,7,0.14285714285714285,0,0.142857
K232045,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232045.txt,6824,2,0,15,0,2,15,0.13333333333333333,0,0.133333
K250290,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250290.txt,4070,2,0,15,0,2,15,0.13333333333333333,0,0.133333
K153427,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K153427.txt,2546,1,0,8,0,1,8,0.125,0,0.125000
K163622,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K163622.txt,2008,1,0,8,0,1,8,0.125,0,0.125000
K191493,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191493.txt,2431,1,0,8,0,1,8,0.125,0,0.125000
K193562,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193562.txt,4306,1,0,8,0,1,8,0.125,0,0.125000
K202414,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K202414.txt,1992,1,0,8,0,1,8,0.125,0,0.125000
K211841,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211841.txt,2913,1,0,8,0,1,8,0.125,0,0.125000
K213713,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213713.txt,3304,1,0,8,0,1,8,0.125,0,0.125000
K220590,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220590.txt,3188,1,0,8,0,1,8,0.125,0,0.125000
K232412,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232412.txt,3159,1,0,8,0,1,8,0.125,0,0.125000
K232899,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232899.txt,6578,2,0,16,0,2,16,0.125,0,0.125000
K241108,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241108.txt,4523,1,0,8,0,1,8,0.125,0,0.125000
K250096,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250096.txt,10278,1,0,8,0,1,8,0.125,0,0.125000
K251481,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251481.txt,3483,1,0,8,0,1,8,0.125,0,0.125000
K251527,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251527.txt,2592,1,0,8,0,1,8,0.125,0,0.125000
K253489,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K253489.txt,3568,1,0,8,0,1,8,0.125,0,0.125000
K223830,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223830.txt,4454,2,0,17,0,2,17,0.11764705882352941,0,0.117647
K242447,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242447.txt,4130,2,0,17,0,2,17,0.11764705882352941,0,0.117647
K181771,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K181771.txt,1905,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K190334,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190334.txt,2420,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K192956,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192956.txt,3143,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K193283,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193283.txt,2962,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K201411,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201411.txt,1888,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K202013,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K202013.txt,2270,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K203582,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203582.txt,3519,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K220940,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220940.txt,2333,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K221179,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221179.txt,3726,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K222360,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222360.txt,3729,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K222458,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222458.txt,2816,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K223325,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223325.txt,2739,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K223622,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223622.txt,3786,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K240554,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240554.txt,3277,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K241222,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241222.txt,3815,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K242607,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242607.txt,3408,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K243762,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243762.txt,4098,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K250738,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250738.txt,3984,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K253141,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K253141.txt,3198,1,0,9,0,1,9,0.1111111111111111,0,0.111111
K192763,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192763.txt,2648,1,0,10,0,1,10,0.1,0,0.100000
K233196,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233196.txt,3819,1,0,10,0,1,10,0.1,0,0.100000
K233568,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233568.txt,2748,1,0,10,0,1,10,0.1,0,0.100000
K233955,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233955.txt,5276,1,0,10,0,1,10,0.1,0,0.100000
K242461,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242461.txt,3386,1,0,10,0,1,10,0.1,0,0.100000
K253269,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K253269.txt,5208,1,0,10,0,1,10,0.1,0,0.100000
K221147,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221147.txt,3024,1,0,11,0,1,11,0.09090909090909091,0,0.090909
K221148,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221148.txt,2898,1,0,11,0,1,11,0.09090909090909091,0,0.090909
