device_id,text_path,total_words,tech_stat_terms_count,bio_label_terms_count,structural_social_terms_count,structural_core_count,mismatch_numerator,mismatch_denominator,mismatch_metric,mismatch_metric_is_inf,mismatch_metric_safe
K251169,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251169.txt,4555,7,0,9,0,7,9,0.7777777777777778,0,0.777778
K080896,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K080896.txt,3057,3,0,4,0,3,4,0.75,0,0.750000
K170540,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K170540.txt,2259,3,0,4,0,3,4,0.75,0,0.750000
K203260,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K203260.txt,2058,6,0,8,0,6,8,0.75,0,0.750000
K221248,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221248.txt,3125,3,0,4,0,3,4,0.75,0,0.750000
K231157,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231157.txt,5246,6,0,8,0,6,8,0.75,0,0.750000
K231765,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231765.txt,6985,3,0,4,0,3,4,0.75,0,0.750000
K232156,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232156.txt,4754,3,0,4,0,3,4,0.75,0,0.750000
K242522,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242522.txt,3957,6,0,8,0,6,8,0.75,0,0.750000
K250780,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250780.txt,3012,6,0,8,0,6,8,0.75,0,0.750000
K192051,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192051.txt,3093,8,0,11,0,8,11,0.7272727272727273,0,0.727273
K212624,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212624.txt,3240,8,0,11,0,8,11,0.7272727272727273,0,0.727273
K252665,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252665.txt,3390,8,0,11,0,8,11,0.7272727272727273,0,0.727273
K213504,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213504.txt,6439,5,0,7,0,5,7,0.7142857142857143,0,0.714286
K232440,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232440.txt,2508,5,0,7,0,5,7,0.7142857142857143,0,0.714286
K240680,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240680.txt,4533,5,0,7,0,5,7,0.7142857142857143,0,0.714286
K251639,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251639.txt,2586,5,0,7,0,5,7,0.7142857142857143,0,0.714286
K252670,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252670.txt,3602,5,0,7,0,5,7,0.7142857142857143,0,0.714286
K193248,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193248.txt,3043,7,0,10,0,7,10,0.7,0,0.700000
K240408,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240408.txt,5677,9,0,13,0,9,13,0.6923076923076923,0,0.692308
K171315,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K171315.txt,2869,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K190362,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190362.txt,2581,6,0,9,0,6,9,0.6666666666666666,0,0.666667
K190896,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190896.txt,3283,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K192383,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192383.txt,4222,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K192828,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192828.txt,2697,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K193298,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193298.txt,3545,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K201020,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201020.txt,3745,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K212516,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212516.txt,3402,6,0,9,0,6,9,0.6666666666666666,0,0.666667
K212690,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212690.txt,2401,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K213721,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213721.txt,3504,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K213886,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213886.txt,3525,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K220986,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220986.txt,2767,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K221314,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221314.txt,3331,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K221599,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221599.txt,3082,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K221762,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K221762.txt,2720,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K230084,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230084.txt,3325,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K233112,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233112.txt,3317,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K240291,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240291.txt,2824,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K240406,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240406.txt,4023,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K241098,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241098.txt,3077,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K242323,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242323.txt,3057,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K242388,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242388.txt,2755,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K242729,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242729.txt,8130,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K242807,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242807.txt,7277,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K243866,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243866.txt,2507,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K252041,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252041.txt,3658,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K252105,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252105.txt,2647,4,0,6,0,4,6,0.6666666666666666,0,0.666667
K231779,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231779.txt,4217,9,0,14,0,9,14,0.6428571428571429,0,0.642857
K191556,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191556.txt,3271,7,0,11,0,7,11,0.6363636363636364,0,0.636364
K222179,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222179.txt,2991,7,0,11,0,7,11,0.6363636363636364,0,0.636364
K250831,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250831.txt,3649,7,0,11,0,7,11,0.6363636363636364,0,0.636364
K102778,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K102778.txt,1893,5,0,8,0,5,8,0.625,0,0.625000
K181352,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K181352.txt,3142,10,0,16,0,10,16,0.625,0,0.625000
K200873,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K200873.txt,2256,5,0,8,0,5,8,0.625,0,0.625000
K211379,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211379.txt,2877,5,0,8,0,5,8,0.625,0,0.625000
K211788,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211788.txt,2241,5,0,8,0,5,8,0.625,0,0.625000
K212442,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212442.txt,5017,5,0,8,0,5,8,0.625,0,0.625000
K222174,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222174.txt,2698,5,0,8,0,5,8,0.625,0,0.625000
K230850,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230850.txt,3627,5,0,8,0,5,8,0.625,0,0.625000
K240943,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240943.txt,2716,5,0,8,0,5,8,0.625,0,0.625000
K242967,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242967.txt,4505,5,0,8,0,5,8,0.625,0,0.625000
K250753,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250753.txt,3303,5,0,8,0,5,8,0.625,0,0.625000
K183133,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K183133.txt,5243,8,0,13,0,8,13,0.6153846153846154,0,0.615385
K190424,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K190424.txt,2785,6,0,10,0,6,10,0.6,0,0.600000
K201555,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K201555.txt,3034,3,0,5,0,3,5,0.6,0,0.600000
K211906,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211906.txt,3056,3,0,5,0,3,5,0.6,0,0.600000
K213272,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213272.txt,2952,3,0,5,0,3,5,0.6,0,0.600000
K230685,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230685.txt,7790,3,0,5,0,3,5,0.6,0,0.600000
K231955,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231955.txt,2034,3,0,5,0,3,5,0.6,0,0.600000
K242919,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242919.txt,3828,6,0,10,0,6,10,0.6,0,0.600000
K243294,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243294.txt,6853,9,0,15,0,9,15,0.6,0,0.600000
K250035,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250035.txt,5362,3,0,5,0,3,5,0.6,0,0.600000
K251151,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251151.txt,3186,3,0,5,0,3,5,0.6,0,0.600000
K251483,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251483.txt,2914,6,0,10,0,6,10,0.6,0,0.600000
K220800,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220800.txt,3252,7,0,12,0,7,12,0.5833333333333334,0,0.583333
K220848,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220848.txt,3259,7,0,12,0,7,12,0.5833333333333334,0,0.583333
K220851,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220851.txt,3298,7,0,12,0,7,12,0.5833333333333334,0,0.583333
K200828,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K200828.txt,7815,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K230197,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230197.txt,2850,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K231966,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231966.txt,3129,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K231989,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231989.txt,3099,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K233030,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233030.txt,4003,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K241923,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241923.txt,3435,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K242500,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242500.txt,3501,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K242821,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242821.txt,3594,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K242822,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242822.txt,3343,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K243891,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243891.txt,2516,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K243989,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243989.txt,3370,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K244027,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K244027.txt,2574,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K250427,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250427.txt,3605,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K251106,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251106.txt,4751,4,0,7,0,4,7,0.5714285714285714,0,0.571429
K173327,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K173327.txt,3890,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K180343,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K180343.txt,3531,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K220080,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220080.txt,2895,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K231929,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231929.txt,5400,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K233788,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233788.txt,4539,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K241585,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241585.txt,3593,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K243122,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243122.txt,5583,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K243547,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243547.txt,13095,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K243702,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243702.txt,3226,5,0,9,0,5,9,0.5555555555555556,0,0.555556
K193631,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193631.txt,4192,6,0,11,0,6,11,0.5454545454545454,0,0.545455
K240795,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K240795.txt,5024,6,0,11,0,6,11,0.5454545454545454,0,0.545455
K241029,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K241029.txt,4539,6,0,11,0,6,11,0.5454545454545454,0,0.545455
K252103,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252103.txt,5793,6,0,11,0,6,11,0.5454545454545454,0,0.545455
K242737,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242737.txt,5558,8,0,15,0,8,15,0.5333333333333333,0,0.533333
K150817,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K150817.txt,3314,3,0,6,0,3,6,0.5,0,0.500000
K160088,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K160088.txt,2937,3,0,6,0,3,6,0.5,0,0.500000
K161148,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K161148.txt,2252,2,0,4,0,2,4,0.5,0,0.500000
K163623,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K163623.txt,1862,4,0,8,0,4,8,0.5,0,0.500000
K170981,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K170981.txt,2272,3,0,6,0,3,6,0.5,0,0.500000
K181574,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K181574.txt,2256,2,0,4,0,2,4,0.5,0,0.500000
K192130,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192130.txt,2686,2,0,4,0,2,4,0.5,0,0.500000
K193178,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193178.txt,3154,4,0,8,0,4,8,0.5,0,0.500000
K200717,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K200717.txt,2086,3,0,6,0,3,6,0.5,0,0.500000
K202404,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K202404.txt,2365,3,0,6,0,3,6,0.5,0,0.500000
K210645,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K210645.txt,2651,2,0,4,0,2,4,0.5,0,0.500000
K212466,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212466.txt,1871,3,0,6,0,3,6,0.5,0,0.500000
K213706,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K213706.txt,3791,4,0,8,0,4,8,0.5,0,0.500000
K220141,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220141.txt,2157,2,0,4,0,2,4,0.5,0,0.500000
K220975,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220975.txt,2665,4,0,8,0,4,8,0.5,0,0.500000
K223523,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K223523.txt,2156,2,0,4,0,2,4,0.5,0,0.500000
K231459,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K231459.txt,4985,3,0,6,0,3,6,0.5,0,0.500000
K232148,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232148.txt,6100,4,0,8,0,4,8,0.5,0,0.500000
K232787,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K232787.txt,2282,4,0,8,0,4,8,0.5,0,0.500000
K233243,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233243.txt,4543,7,0,14,0,7,14,0.5,0,0.500000
K233984,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233984.txt,2278,2,0,4,0,2,4,0.5,0,0.500000
K242188,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242188.txt,3548,4,0,8,0,4,8,0.5,0,0.500000
K242467,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242467.txt,3484,3,0,6,0,3,6,0.5,0,0.500000
K242523,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242523.txt,4989,3,0,6,0,3,6,0.5,0,0.500000
K242925,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K242925.txt,5204,3,0,6,0,3,6,0.5,0,0.500000
K243397,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243397.txt,7723,5,0,10,0,5,10,0.5,0,0.500000
K243481,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243481.txt,4291,3,0,6,0,3,6,0.5,0,0.500000
K243884,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243884.txt,4766,8,0,16,0,8,16,0.5,0,0.500000
K250086,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250086.txt,4159,4,0,8,0,4,8,0.5,0,0.500000
K250652,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250652.txt,3370,4,0,8,0,4,8,0.5,0,0.500000
K250877,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250877.txt,4168,3,0,6,0,3,6,0.5,0,0.500000
K251167,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251167.txt,4846,4,0,8,0,4,8,0.5,0,0.500000
K251682,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251682.txt,12407,4,0,8,0,4,8,0.5,0,0.500000
K252557,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K252557.txt,3877,4,0,8,0,4,8,0.5,0,0.500000
K233650,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K233650.txt,11817,7,0,15,0,7,15,0.4666666666666667,0,0.466667
K250959,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250959.txt,4483,7,0,15,0,7,15,0.4666666666666667,0,0.466667
K243937,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243937.txt,2995,6,0,13,0,6,13,0.46153846153846156,0,0.461538
K200595,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K200595.txt,5467,5,0,11,0,5,11,0.45454545454545453,0,0.454545
K222268,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K222268.txt,2750,5,0,11,0,5,11,0.45454545454545453,0,0.454545
K243292,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243292.txt,3128,5,0,11,0,5,11,0.45454545454545453,0,0.454545
K193220,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K193220.txt,4861,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K234009,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K234009.txt,4086,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K243145,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243145.txt,2910,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K243687,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K243687.txt,3092,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K250984,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K250984.txt,3171,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K251078,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K251078.txt,4102,4,0,9,0,4,9,0.4444444444444444,0,0.444444
K191125,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K191125.txt,4407,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K192531,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K192531.txt,2281,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K210719,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K210719.txt,2546,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K211966,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K211966.txt,2595,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K212012,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K212012.txt,2571,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K220408,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K220408.txt,8524,3,0,7,0,3,7,0.42857142857142855,0,0.428571
K230497,/Users/winko/Library/Mobile Documents/com~apple~CloudDocs/Research/1.5-Policy/data/raw_text/K230497.txt,1989,3,0,7,0,3,7,0.42857142857142855,0,0.428571
