device_id,has_race_token,has_ethnicity_token,has_race_or_ethnicity,has_racial_or_ethnic_adj,has_race_ethnicity_phrase,has_demographic_token,fda1_style_table_proxy
K231130,True,True,True,False,True,False,True
K231143,False,False,False,False,False,False,False
K231149,False,False,False,False,False,False,False
K231157,False,False,False,False,False,False,False
K231173,True,False,True,False,False,True,True
K231190,False,False,False,False,False,False,False
K231195,False,False,False,False,False,True,False
K231207,False,False,False,False,False,False,False
K231281,False,False,False,False,False,False,False
K231324,False,True,True,False,False,False,False
K231335,False,False,False,False,False,False,False
K231355,False,False,False,False,False,False,False
K231384,True,True,True,False,False,True,True
K231396,False,False,False,False,False,False,False
K231398,False,False,False,False,False,False,False
K231459,False,False,False,False,False,False,False
K231470,True,True,True,False,False,True,True
K231560,False,True,True,False,False,True,False
K231570,False,False,False,False,False,False,False
K231572,False,False,False,False,False,False,False
K231587,False,True,True,False,False,True,False
K231617,False,True,True,False,False,False,False
K231631,False,False,False,False,False,False,False
K231642,False,False,False,False,False,False,False
K231668,False,False,False,False,False,False,False
K231677,True,False,True,False,False,True,True
K231678,False,False,False,False,False,False,False
K231683,False,True,True,False,False,False,False
K231690,False,False,False,False,False,False,False
K231748,False,False,False,False,False,False,False
K231757,False,False,False,False,False,False,False
K231764,False,True,True,False,False,False,False
K231765,False,False,False,False,False,False,False
K231767,True,True,True,False,False,True,True
K231772,False,True,True,False,False,False,False
K231779,False,False,False,False,False,True,False
K231805,True,False,True,False,False,False,True
K231833,False,False,False,False,False,False,False
K231837,True,True,True,False,False,True,True
K231855,False,True,True,False,False,True,False
K231871,False,False,False,False,False,False,False
K231898,False,False,False,False,False,False,False
K231917,False,False,False,False,False,True,False
K231928,True,False,True,True,False,True,True
K231929,False,False,False,False,False,True,False
K231955,False,False,False,False,False,False,False
K231965,False,True,True,False,False,True,False
K231966,False,True,True,False,False,False,False
K231989,False,True,True,False,False,False,False
K232000,False,False,False,False,False,False,False
K232023,False,False,False,False,False,True,False
K232035,False,False,False,False,False,False,False
K232045,False,False,False,False,False,False,False
K232083,False,False,False,False,False,False,False
K232096,False,False,False,False,False,False,False
K232140,False,True,True,False,False,False,False
K232145,False,True,True,False,False,True,False
K232148,False,False,False,False,False,False,False
K232156,False,False,False,False,False,True,False
K232231,False,False,False,False,False,False,False
K232237,False,False,False,False,False,True,False
K232250,False,False,False,False,False,False,False
K232257,False,False,False,False,False,True,False
K232305,False,False,False,False,False,False,False
K232322,False,True,True,False,False,False,False
K232331,True,True,True,False,True,False,True
K232363,False,False,False,False,False,False,False
K232367,False,False,False,False,False,False,False
K232381,False,True,True,False,False,False,False
K232384,False,False,False,False,False,True,False
K232410,False,False,False,False,False,False,False
K232412,False,False,False,False,False,False,False
K232416,False,False,False,False,False,False,False
K232431,False,False,False,False,False,False,False
K232436,False,False,False,False,False,False,False
K232440,False,False,False,False,False,False,False
K232479,False,True,True,True,False,True,False
K232482,False,False,False,False,False,False,False
K232491,False,False,False,False,False,False,False
K232494,False,False,False,False,False,False,False
K232496,False,False,False,False,False,False,False
K232500,False,False,False,False,False,True,False
K232501,False,True,True,True,False,True,False
K232526,False,False,False,False,False,False,False
K232535,False,True,True,False,False,True,False
K232613,True,True,True,False,False,True,True
K232616,False,False,False,False,False,False,False
K232661,False,False,False,False,False,False,False
K232686,False,False,False,False,False,True,False
K232698,False,False,False,False,False,False,False
K232699,True,True,True,False,True,True,True
K232704,False,False,False,False,False,False,False
K232712,False,False,False,False,False,False,False
K232751,False,False,False,False,False,False,False
K232760,False,False,False,False,False,False,False
K232765,False,True,True,False,False,True,False
K232787,False,False,False,False,False,False,False
K232799,False,False,False,False,False,True,False
K232808,False,False,False,False,False,False,False
K232835,False,False,False,False,False,False,False
K232841,False,False,False,False,False,False,False
K232856,False,False,False,False,False,False,False
K232899,False,False,False,False,False,False,False
K232915,False,False,False,False,False,False,False
K232923,False,False,False,False,False,True,False
K232928,False,False,False,False,False,False,False
K233030,False,False,False,False,False,True,False
K233080,False,False,False,False,False,False,False
K233108,False,True,True,False,False,True,False
K233112,False,True,True,False,False,True,False
K233176,False,True,True,False,False,False,False
K233186,False,True,True,False,False,False,False
K233195,False,False,False,False,False,False,False
K233196,True,True,True,True,False,True,True
K233209,True,True,True,False,False,False,True
K233211,False,False,False,False,False,False,False
K233216,False,False,False,False,False,False,False
K233243,False,False,False,False,False,False,False
K233247,True,True,True,False,False,True,True
K233249,False,False,False,False,False,False,False
K233253,True,False,True,False,False,True,True
K233334,False,False,False,False,False,False,False
K233342,False,False,False,False,False,True,False
K233409,True,True,True,False,True,True,True
K233438,False,False,False,False,False,True,False
K233457,False,False,False,False,False,False,False
K233512,False,False,False,False,False,False,False
K233543,False,False,False,False,False,False,False
K233545,False,False,False,False,False,False,False
K233549,True,True,True,True,False,True,True
K233562,False,False,False,False,False,False,False
K233568,False,True,True,False,False,False,False
K233582,False,False,False,False,False,False,False
K233590,False,False,False,False,False,False,False
K233618,False,False,False,False,False,True,False
K233625,False,False,False,False,False,False,False
K233650,False,False,False,False,False,False,False
K233657,False,False,False,False,False,False,False
K233666,False,False,False,False,False,True,False
K233673,False,True,True,False,False,True,False
K233676,False,True,True,False,False,False,False
K233677,False,False,False,False,False,False,False
K233687,False,False,False,False,False,False,False
K233692,False,False,False,False,False,False,False
K233698,False,False,False,False,False,False,False
K233728,False,False,False,False,False,False,False
K233731,False,False,False,False,False,False,False
K233738,False,False,False,False,False,False,False
K233749,False,False,False,False,False,False,False
K233753,False,False,False,False,False,False,False
K233755,True,False,True,False,False,False,True
K233788,True,False,True,False,False,True,True
K233822,False,False,False,False,False,False,False
K233826,False,False,False,False,False,False,False
K233864,False,False,False,False,False,False,False
K233925,False,False,False,False,False,False,False
K233955,False,False,False,True,False,False,False
K233964,False,False,False,False,False,False,False
K233968,True,True,True,False,True,False,True
K233977,True,True,True,False,True,True,True
K233984,False,False,False,False,False,False,False
K233992,False,False,False,False,False,False,False
K233998,True,False,True,False,False,False,True
K234009,False,False,False,False,False,False,False
K234042,True,True,True,False,False,False,True
K234047,False,False,False,False,False,False,False
K234068,False,False,False,False,False,False,False
K234141,False,False,False,False,False,True,False
K234154,False,False,False,False,False,False,False
K240003,False,False,False,False,False,False,False
K240013,True,True,True,False,True,False,True
K240036,False,False,False,False,False,False,False
K240044,True,True,True,True,True,True,True
K240058,True,True,True,True,True,True,True
K240062,False,True,True,False,False,False,False
K240094,True,True,True,True,True,True,True
K240172,False,False,False,False,False,False,False
K240200,False,False,False,False,False,False,False
K240238,False,False,False,False,False,False,False
K240285,True,True,True,False,False,False,True
K240290,True,False,True,False,False,True,True
K240291,False,False,False,False,False,False,False
K240294,False,False,False,False,False,False,False
K240301,True,False,True,False,False,True,True
K240353,True,False,True,False,False,False,True
K240369,False,False,False,False,False,False,False
K240398,False,False,False,False,False,False,False
K240406,True,True,True,False,True,False,True
K240408,False,False,False,False,False,True,False
K240411,False,True,True,False,False,True,False
K240417,True,True,True,False,True,True,True
K240465,False,False,False,False,False,False,False
K240516,False,True,True,False,False,True,False
K240540,False,False,False,False,False,False,False
K240553,False,False,False,False,False,False,False
K240554,False,False,False,False,False,False,False
K240555,False,False,False,False,False,True,False
K240582,False,False,False,False,False,True,False
K240612,True,True,True,False,True,False,True
K240631,False,False,False,False,False,False,False
K240642,False,False,False,True,False,True,False
K240645,False,False,False,False,False,False,False
K240680,True,True,True,False,False,False,True
K240697,False,True,True,False,False,False,False
K240704,False,True,True,False,False,True,False
K240712,True,True,True,False,False,True,True
K240736,False,False,False,True,False,True,False
K240740,False,False,False,False,False,False,False
K240744,False,False,False,False,False,False,False
K240769,False,False,False,False,False,False,False
K240773,False,False,False,False,False,True,False
K240781,False,False,False,False,False,False,False
K240791,False,True,True,False,False,False,False
K240793,True,False,True,True,False,True,True
K240795,True,True,True,False,False,True,True
K240845,False,True,True,False,False,False,False
K240850,False,False,False,False,False,False,False
K240860,True,True,True,True,True,True,True
K240926,False,False,False,False,False,True,False
K240929,True,True,True,False,False,True,True
K240942,True,True,True,False,True,False,True
K240943,False,False,False,False,False,False,False
K240944,False,False,False,False,False,False,False
K240953,False,True,True,True,False,True,False
K240980,False,False,False,False,False,True,False
K240993,False,False,False,False,False,False,False
K241009,False,False,False,False,False,False,False
K241029,False,True,True,False,False,True,False
K241038,False,False,False,False,False,False,False
K241079,False,False,False,False,False,False,False
K241083,False,False,False,False,False,False,False
K241098,True,True,True,True,False,False,True
K241108,True,False,True,True,False,False,True
K241112,False,False,False,False,False,False,False
K241121,False,False,False,False,False,False,False
K241166,False,False,False,False,False,False,False
K241197,False,False,False,False,False,False,False
K241200,False,False,False,False,False,False,False
K241211,False,False,False,True,False,False,False
K241222,False,False,False,False,False,False,False
K241232,False,False,False,False,False,False,False
K241242,False,False,False,False,False,False,False
K241245,True,True,True,False,False,True,True
K241280,False,False,False,False,False,False,False
K241292,False,False,False,False,False,False,False
K241312,False,False,False,True,False,True,False
K241329,True,True,True,False,False,True,True
K241331,False,True,True,False,False,True,False
K241350,False,False,False,False,False,False,False
K241380,True,True,True,False,False,False,True
K241390,False,False,False,False,False,True,False
K241429,False,False,False,False,False,False,False
K241430,False,False,False,False,False,True,False
K241439,True,True,True,False,True,True,True
K241440,False,False,False,False,False,False,False
K241480,False,False,False,False,False,False,False
K241481,False,False,False,False,False,False,False
K241490,False,False,False,False,False,False,False
K241496,False,False,False,False,False,False,False
K241508,False,False,False,False,False,False,False
K241543,False,True,True,False,False,False,False
K241546,False,False,False,False,False,False,False
K241561,True,True,True,False,True,False,True
K241582,False,True,True,False,False,True,False
K241585,False,False,False,False,False,False,False
K241593,False,False,False,False,False,False,False
K241596,False,False,False,False,False,False,False
K241620,False,False,False,False,False,False,False
K241633,True,True,True,False,True,True,True
K241659,False,False,False,False,False,True,False
K241665,False,False,False,False,False,False,False
K241671,False,False,False,False,False,True,False
K241676,True,True,True,True,True,True,True
K241681,False,False,False,False,False,False,False
K241684,False,False,False,False,False,False,False
K241696,False,True,True,False,False,False,False
K241719,False,False,False,False,False,False,False
K241725,False,False,False,False,False,True,False
K241727,False,False,False,False,False,False,False
K241747,True,True,True,False,False,False,True
K241770,False,True,True,False,False,False,False
K241831,False,True,True,False,False,False,False
K241837,True,True,True,False,False,False,True
K241847,False,False,False,False,False,False,False
K241887,False,False,False,False,False,False,False
K241891,True,True,True,False,False,True,True
K241922,False,False,False,False,False,False,False
K241923,True,True,True,False,False,False,True
K241949,False,False,False,False,False,False,False
K241960,True,True,True,False,True,False,True
K241961,False,False,False,False,False,True,False
K241971,False,True,True,False,False,True,False
K241982,False,False,False,False,False,False,False
K241984,False,False,False,False,False,False,False
K242005,False,False,False,False,False,False,False
K242020,False,False,False,False,False,False,False
K242054,False,False,False,False,False,False,False
K242062,False,True,True,False,False,False,False
K242094,False,False,False,False,False,False,False
K242123,True,True,True,False,True,True,True
K242129,True,True,True,False,False,True,True
K242130,False,True,True,False,False,True,False
K242166,False,False,False,False,False,False,False
K242168,False,False,False,False,False,True,False
K242171,False,True,True,False,False,False,False
K242188,False,False,False,False,False,False,False
K242203,False,False,False,False,False,False,False
K242215,False,False,False,False,False,True,False
K242240,False,True,True,False,False,False,False
K242270,False,True,True,False,False,False,False
K242275,False,False,False,False,False,False,False
K242292,True,True,True,False,True,True,True
K242295,False,False,False,False,False,False,False
K242300,False,False,False,False,False,False,False
K242323,False,False,False,False,False,False,False
K242334,False,False,False,False,False,False,False
K242338,False,False,False,False,False,False,False
K242342,True,True,True,False,False,True,True
K242359,False,True,True,True,False,True,False
K242362,False,False,False,False,False,False,False
K242388,False,False,False,False,False,False,False
K242403,False,False,False,False,False,False,False
K242437,True,False,True,False,False,True,True
K242444,False,True,True,False,False,True,False
K242447,False,False,False,False,False,False,False
K242461,False,False,False,False,False,False,False
K242467,True,True,True,False,True,True,True
K242480,False,False,False,False,False,False,False
K242488,False,False,False,False,False,False,False
K242500,False,False,False,False,False,False,False
K242511,False,True,True,False,False,True,False
K242522,False,False,False,False,False,False,False
K242523,False,True,True,False,False,True,False
K242551,False,False,False,False,False,False,False
K242583,False,False,False,True,False,True,False
K242594,False,False,False,True,False,True,False
K242600,False,False,False,False,False,False,False
K242607,False,True,True,True,False,False,False
K242624,False,False,False,False,False,False,False
K242652,False,False,False,False,False,False,False
K242683,True,True,True,False,True,True,True
K242729,False,False,False,False,False,False,False
K242737,False,False,False,False,False,True,False
K242745,False,False,False,False,False,False,False
K242748,False,False,False,False,False,True,False
K242781,False,False,False,False,False,True,False
K242798,False,False,False,False,False,False,False
K242800,False,True,True,False,False,True,False
K242807,False,False,False,False,False,True,False
K242821,True,True,True,False,False,False,True
K242822,False,False,False,False,False,False,False
K242825,False,False,False,False,False,False,False
K242830,False,False,False,False,False,False,False
K242837,False,False,False,False,False,False,False
K242838,False,False,False,False,False,False,False
K242919,True,False,True,False,False,False,True
K242925,False,False,False,False,False,False,False
K242967,False,False,False,False,False,True,False
K242994,False,True,True,False,False,False,False
K243005,False,False,False,False,False,False,False
K243038,False,False,False,False,False,False,False
K243042,False,False,False,False,False,False,False
K243065,False,False,False,False,False,True,False
K243122,False,True,True,False,False,True,False
K243144,False,False,False,False,False,False,False
K243145,False,True,True,False,False,False,False
K243158,False,False,False,True,False,False,False
K243189,True,True,True,False,True,False,True
K243209,False,False,False,False,False,False,False
K243229,False,False,False,False,False,False,False
K243230,False,True,True,False,False,True,False
K243234,False,False,False,False,False,False,False
K243235,True,False,True,False,False,False,True
K243239,False,True,True,True,False,True,False
K243250,False,False,False,False,False,False,False
K243253,False,False,False,False,False,True,False
K243268,False,False,False,False,False,True,False
K243292,False,False,False,False,False,False,False
K243294,True,True,True,False,True,True,True
K243331,False,False,False,False,False,False,False
K243335,False,False,False,False,False,False,False
K243341,True,True,True,False,False,False,True
K243350,False,False,False,False,False,True,False
K243363,True,True,True,False,False,True,True
K243376,False,False,False,False,False,False,False
K243378,False,False,False,False,False,True,False
K243397,False,True,True,False,False,True,False
K243446,False,False,False,False,False,False,False
K243449,True,False,True,False,False,False,True
K243481,False,False,False,False,False,False,False
K243523,False,False,False,False,False,False,False
K243538,False,False,False,False,False,False,False
K243547,False,True,True,True,False,True,False
K243548,False,False,False,False,False,False,False
K243558,False,False,False,False,False,False,False
K243567,False,False,False,False,False,True,False
K243611,True,True,True,False,False,True,True
K243614,True,True,True,False,False,False,True
K243617,False,False,False,False,False,False,False
K243620,False,False,False,False,False,False,False
K243628,False,False,False,False,False,False,False
K243633,False,True,True,False,False,True,False
K243647,False,False,False,False,False,True,False
K243651,False,False,False,False,False,False,False
K243657,False,False,False,False,False,False,False
K243667,False,False,False,False,False,False,False
K243672,False,True,True,False,False,False,False
K243679,True,True,True,False,False,False,True
K243681,False,False,False,False,False,True,False
K243684,True,True,True,False,False,True,True
K243685,True,True,True,False,True,False,True
K243687,False,False,False,False,False,False,False
K243688,False,False,False,False,False,False,False
K243689,False,False,False,False,False,False,False
K243696,False,False,False,False,False,False,False
K243702,False,True,True,False,False,True,False
K243705,False,False,False,False,False,False,False
K243743,False,False,False,False,False,False,False
K243762,False,False,False,False,False,False,False
K243769,False,False,False,False,False,False,False
K243779,False,False,False,False,False,False,False
K243793,True,True,True,False,False,True,True
K243794,True,False,True,False,False,True,True
K243808,False,True,True,False,False,False,False
K243810,False,False,False,False,False,False,False
K243812,False,False,False,False,False,False,False
K243831,False,True,True,False,False,False,False
K243851,True,True,True,False,False,False,True
K243853,False,False,False,True,False,False,False
K243859,False,False,False,False,False,True,False
K243862,False,True,True,False,False,False,False
K243863,False,True,True,False,False,False,False
K243866,True,True,True,False,True,False,True
K243878,False,False,False,False,False,False,False
K243884,False,True,True,False,False,False,False
K243891,False,False,False,False,False,False,False
K243893,False,False,False,False,False,False,False
K243919,False,False,False,False,False,False,False
K243933,False,True,True,False,False,False,False
K243937,False,True,True,False,False,True,False
K243950,False,False,False,False,False,False,False
K243955,False,False,False,False,False,False,False
K243989,False,False,False,False,False,False,False
K244002,False,True,True,False,False,True,False
K244023,True,False,True,False,False,False,True
K244027,False,False,False,False,False,False,False
K250003,False,True,True,True,False,False,False
K250005,False,False,False,False,False,False,False
K250023,False,False,False,True,False,True,False
K250035,False,False,False,False,False,False,False
K250042,False,False,False,False,False,True,False
K250064,False,False,False,True,False,True,False
K250086,False,True,True,False,False,False,False
K250087,False,True,True,False,False,True,False
K250096,False,False,False,False,False,True,False
K250119,True,True,True,True,False,True,True
K250151,True,True,True,False,True,True,True
K250177,False,False,False,False,False,False,False
K250186,False,False,False,False,False,False,False
K250221,False,False,False,False,False,True,False
K250226,False,False,False,True,False,False,False
K250236,False,True,True,True,False,True,False
K250237,False,False,False,False,False,False,False
K250246,False,True,True,False,False,True,False
K250248,False,False,False,False,False,False,False
K250255,False,False,False,False,False,False,False
K250264,False,False,False,False,False,False,False
K250268,False,False,False,False,False,False,False
K250288,False,False,False,True,False,False,False
K250290,False,False,False,False,False,True,False
K250328,False,False,False,False,False,False,False
K250330,False,False,False,False,False,False,False
K250337,False,False,False,False,False,True,False
K250354,False,False,False,False,False,True,False
K250367,False,False,False,True,False,False,False
K250369,False,False,False,False,False,False,False
K250370,False,False,False,False,False,False,False
K250379,False,False,False,False,False,False,False
K250416,False,False,False,False,False,False,False
K250427,True,True,True,False,False,True,True
K250436,False,True,True,False,False,True,False
K250440,False,True,True,False,False,False,False
K250443,False,True,True,False,False,True,False
K250484,False,False,False,False,False,False,False
K250507,True,True,True,False,False,True,True
K250515,False,False,False,False,False,False,False
K250525,False,False,False,False,False,True,False
K250543,False,False,False,False,False,False,False
K250569,False,False,False,False,False,False,False
K250649,True,True,True,False,True,True,True
K250650,False,False,False,False,False,False,False
K250652,False,False,False,False,False,False,False
K250660,False,False,False,False,False,False,False
K250662,False,False,False,False,False,False,False
K250670,False,True,True,False,False,True,False
K250685,False,False,False,False,False,False,False
K250686,False,False,False,False,False,False,False
K250694,False,False,False,False,False,False,False
K250738,False,False,False,False,False,False,False
K250749,False,False,False,False,False,False,False
K250753,False,False,False,False,False,True,False
K250754,False,False,False,False,False,False,False
K250755,False,False,False,False,False,False,False
K250766,False,False,False,False,False,False,False
K250780,True,False,True,False,False,False,True
K250788,False,False,False,False,False,False,False
K250818,False,False,False,False,False,False,False
K250831,True,True,True,False,False,True,True
K250877,False,False,False,False,False,False,False
K250882,False,False,False,False,False,False,False
K250886,True,False,True,False,False,True,True
K250901,False,False,False,False,False,False,False
K250902,False,False,False,False,False,False,False
K250914,False,False,False,True,False,False,False
K250932,False,False,False,False,False,False,False
K250941,False,False,False,False,False,False,False
K250959,True,True,True,False,True,False,True
K250984,False,False,False,False,False,False,False
K250999,False,True,True,False,False,True,False
K251002,False,False,False,False,False,True,False
K251009,False,False,False,False,False,True,False
K251027,False,False,False,False,False,False,False
K251029,False,False,False,True,False,False,False
K251059,False,False,False,False,False,True,False
K251071,True,True,True,False,False,True,True
K251072,False,False,False,False,False,True,False
K251078,False,False,False,False,False,True,False
K251082,False,False,False,False,False,False,False
K251096,False,False,False,False,False,True,False
K251106,False,True,True,False,False,True,False
K251110,False,False,False,False,False,False,False
K251126,False,False,False,False,False,False,False
K251151,False,False,False,False,False,True,False
K251153,False,False,False,False,False,True,False
K251167,False,False,False,False,False,False,False
K251169,False,True,True,False,False,True,False
K251203,False,False,False,False,False,False,False
K251221,False,False,False,False,False,False,False
K251276,False,True,True,True,False,True,False
K251293,True,False,True,False,False,True,True
K251316,False,False,False,False,False,True,False
K251322,False,True,True,False,False,True,False
K251342,False,True,True,False,False,True,False
K251355,False,False,False,False,False,False,False
K251368,True,True,True,False,False,False,True
K251370,False,False,False,False,False,False,False
K251386,False,False,False,False,False,False,False
K251397,False,False,False,False,False,False,False
K251399,False,False,False,False,False,False,False
K251406,False,False,False,False,False,False,False
K251408,True,False,True,False,False,True,True
K251416,False,False,False,False,False,True,False
K251455,True,False,True,False,False,True,True
K251456,True,True,True,False,False,True,True
K251481,False,False,False,False,False,False,False
K251483,False,False,False,False,False,True,False
K251494,True,True,True,False,True,True,True
K251506,False,False,False,False,False,False,False
K251514,False,False,False,False,False,False,False
K251518,False,False,False,False,False,False,False
K251527,False,False,False,False,False,False,False
K251528,False,False,False,False,False,False,False
K251532,False,False,False,False,False,False,False
K251533,False,False,False,False,False,True,False
K251590,False,False,False,False,False,False,False
K251602,False,False,False,False,False,False,False
K251610,False,False,False,False,False,False,False
K251629,False,False,False,False,False,True,False
K251639,False,False,False,False,False,False,False
K251651,False,False,False,False,False,False,False
K251656,False,False,False,False,False,False,False
K251657,False,False,False,False,False,False,False
K251673,False,False,False,False,False,False,False
K251682,False,True,True,False,False,True,False
K251747,False,False,False,False,False,True,False
K251763,False,False,False,False,False,False,False
K251766,True,True,True,False,True,False,True
K251822,False,True,True,False,False,False,False
K251837,True,False,True,False,False,False,True
K251839,False,True,True,False,False,True,False
K251873,True,True,True,False,False,False,True
K251931,False,False,False,False,False,True,False
K251936,False,False,False,False,False,True,False
K251963,True,True,True,False,False,True,True
K251983,False,False,False,False,False,False,False
K251985,True,True,True,False,False,True,True
K251987,False,False,False,False,False,True,False
K252007,True,True,True,False,False,True,True
K252029,False,False,False,True,False,False,False
K252041,False,False,False,False,False,False,False
K252054,False,False,False,False,False,True,False
K252074,False,True,True,False,False,True,False
K252086,False,False,False,False,False,True,False
K252103,False,False,False,False,False,True,False
K252105,False,False,False,False,False,True,False
K252178,True,False,True,False,False,False,True
K252204,True,True,True,False,True,True,True
K252214,True,True,True,False,True,True,True
K252217,False,False,False,False,False,True,False
K252235,False,False,False,False,False,False,False
K252284,False,False,False,False,False,False,False
K252294,True,True,True,False,False,True,True
K252298,False,False,False,False,False,False,False
K252328,False,True,True,False,False,True,False
K252330,True,True,True,False,True,False,True
K252362,True,True,True,False,False,False,True
K252366,False,False,False,False,False,True,False
K252371,False,False,False,False,False,False,False
K252379,False,False,False,False,False,False,False
K252452,False,False,False,False,False,True,False
K252482,False,False,False,False,False,True,False
K252497,True,False,True,False,False,False,True
K252504,False,False,False,False,False,False,False
K252539,False,False,False,False,False,False,False
K252557,False,False,False,False,False,False,False
K252586,False,False,False,False,False,False,False
K252665,False,False,False,False,False,False,False
K252670,False,False,False,False,False,True,False
K252838,False,True,True,False,False,False,False
K252856,False,False,False,False,False,True,False
K252922,True,True,True,True,False,True,True
K253091,False,False,False,False,False,False,False
K253141,False,False,False,False,False,False,False
K253265,False,False,False,False,False,False,False
K253269,False,True,True,False,False,True,False
K253310,False,False,False,False,False,False,False
K253489,False,True,True,True,False,True,False
K253516,False,False,False,False,False,False,False
K253532,True,True,True,False,True,True,True
K253664,False,False,False,False,False,False,False
K955841,False,False,False,False,False,False,False
P000041,False,False,False,False,False,False,False
P010034,False,False,False,False,False,False,False
P040028,False,False,False,False,False,False,False
P090012,True,True,True,False,True,False,True
P110014,False,False,False,False,False,False,False
P140011_S008,False,False,False,False,False,False,False
P150043,False,False,False,False,False,False,False
P150046,False,False,False,False,False,False,False
P160009,False,False,False,False,False,False,False
P200003,False,False,False,False,False,False,False
P210011,False,False,False,False,False,False,False
P210015,False,False,False,False,False,False,False
P230022,False,False,False,False,False,False,False
